timestamp,gender,age,preference,status,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,block1_set,id_block1,ratings_block1,train_acc,agreement,trust,id_block2,ratings_block2,test_acc,influence,comments,coeff_b1_sincere,coeff_b2_sincere,coeff_b1_intelligence,coeff_b2_intelligence,coeff_b1_funny,coeff_b2_funny,coeff_b1_ambition,coeff_b2_ambition,coeff_b1_interests_correlate,coeff_b2_interests_correlate,coeff_b1_model_acc,coeff_b2_model_acc,interest_correlation
5/27/2026 10:57,Female,20,Men,In a relationship,18,25,23,24,10,10,8,9,8,6,3,9,3,8,6,9,3,10,9,9,10,2,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;8;8;6;7;6;6;6;6;5;9;8;7;7;4;8;6;8;7;4;10;8;9;9;7;6;4;4;6;6,1.0,6,4,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,8;6;7;8;7;7;2;3;5;6;9;6;8;4;8;8;7;7;7;7;7;7;6;8;8;6;7;1;6;3,1.0,6,,21.07720516004955,33.25281907389775,40.51892649707289,46.64077961698659,29.129729723115776,12.727638223870327,0.0,0.0,9.2741386197618,7.378763085245342,0.9666666666666667,0.9333333333333333,
5/27/2026 11:16,Female,19,Men,In a relationship,31,20,28,11,10,1,1,9,1,2,3,3,1,5,10,7,9,8,5,10,8,5,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;8;2;5;4;5;0;5;8;2;6;6;6;1;0;8;8;5;7;0;7;0;7;7;8;4;2;5;5;7,0.766666667,4,4,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,5;7;6;2;7;5;0;0;3;4;6;5;0;0;6;6;6;6;6;2;0;7;6;2;6;4;5;0;4;0,0.766666667,5,,41.00700362814226,53.066681289686436,12.259257528788794,20.948283951635567,29.195267376929063,9.693304627583068,0.0,0.0,17.53847146613988,16.29173013109492,0.7333333333333333,0.8,
5/27/2026 11:30,Male,21,Women,Single,30,30,29,1,10,7,4,3,6,7,8,5,8,2,5,4,6,9,8,10,1,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,0;3;3;2;7;3;6;2;3;7;1;0;2;2;2;7;3;1;3;2;2;3;6;1;5;2;3;3;5;1,0.9,6,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;8;6;7;9;6;8;6;3;7;1;3;6;2;4;1;8;4;4;2;1;3;4;6;0;4;3;6;8;2,0.9,6,,48.10286420886405,21.282456962868885,10.546879220746613,46.10746955369632,19.694393116993066,4.497464727195565,21.655863453396268,0.0,0.0,28.112608756239236,0.8333333333333334,0.7,
5/27/2026 11:46,Female,23,Men,Single,15,20,25,25,15,8,6,7,9,5,1,5,1,7,3,6,1,7,5,6,3,1,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;3;4;3;3;5;2;2;2;3;9;5;5;9;2;7;2;6;3;3;8;5;6;9;8;3;3;4;6;7,1.0,6,5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;5;7;6;6;3;2;0;4;2;6;8;8;7;9;8;8;8;6;8;6;8;4;9;10;5;4;1;3;0,1.0,6,,2.666082748890773,8.25464853031002,36.41202151687296,0.0,0.0,12.112839504485953,21.992868166556825,45.298259749182684,38.929027567679434,34.33425221602134,0.8,0.9333333333333333,
5/27/2026 12:10,Male,23,Women,In a relationship,30,20,10,25,15,10,1,10,8,7,6,10,7,6,8,5,6,8,7,9,5,5,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;5;6;3;8;6;7;7;6;2;3;1;1;1;3;6;1;2;6;4;1;4;5;5;6;7;3;6;7;0,0.9,4,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;6;6;7;7;7;6;3;8;2;2;5;1;5;4;4;6;5;7;6;5;5;8;8;0;5;5;2;3;3,0.9,6,Including a preference for all genders would have been nice :),29.81179668290899,17.562466791458707,28.373083867832104,17.477045212749086,1.3611974428515574,0.0,0.0,24.454515524364222,40.45392200640735,40.50597247142798,0.6333333333333333,0.7333333333333333,
5/27/2026 12:24,Male,22,Women,Single,17,20,24,19,20,8,1,9,8,2,4,7,7,8,2,7,4,8,9,9,4,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,8;3;8;9;9;8;9;9;3;9;8;7;6;6;6;10;5;1;6;3;2;4;8;1;8;7;8;9;6;1,0.966666667,3,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;9;7;9;9;8;9;9;7;8;7;8;6;6;6;6;9;6;8;9;9;9;8;9;2;7;2;3;7;7,0.966666667,7,,0.0,0.0,34.260344465761214,39.255229459180654,20.39996688206149,11.755763979568327,22.238706184375378,27.462372274247276,23.100982467801924,21.52663428700374,0.8,0.9,
5/26/2026 19:27,Female,53,Men,In a relationship,29,30,10,15,16,8,1,2,9,3,3,8,1,1,9,3,7,5,2,5,2,3,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,8;7;7;7;7;6;5;5;7;6;6;6;6;6;4;7;5;8;7;5;10;8;5;9;9;6;6;6;4;5,0.766666667,3,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,5;8;8;7;7;5;6;4;6;5;10;8;7;6;10;10;10;6;5;6;7;10;5;6;5;9;7;4;5;5,0.766666667,6,,0.0,10.240908240803481,31.197647809720745,0.0,10.468093108482126,24.256347698586385,4.970569379070038,22.519553183508105,53.36368970272709,42.98319087710203,0.7666666666666667,0.7666666666666667,
5/27/2026 9:46,Male,24,Women,Single,25,25,17,18,15,6,2,4,3,7,2,7,10,1,7,3,5,5,2,10,1,1,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;3;3;0;1;6;7;1;7;6;4;4;3;1;2;1;5;5;6;6;4;3;7;4;4;4;6;6;6;2,0.933333333,3,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;7;3;4;7;5;2;3;2;4;3;1;3;4;4;6;3;4;2;4;4;2;5;4;4;3;6;6;5;6,0.933333333,3,,30.36182649539659,34.31204011834287,12.810074163624865,25.725123460738686,15.820037431531937,8.982967847416564,0.0,0.0,41.0080619094466,30.97986857350188,0.7666666666666667,0.8333333333333334,
5/27/2026 10:04,Female,24,Women,In a relationship,25,20,20,25,10,1,1,3,5,10,10,1,2,1,10,3,7,8,10,10,6,3,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;3;5;9;10;9;10;4;10;10;3;4;1;1;3;1;2;0;4;2;5;5;7;9;7;3;7;2;6;2,0.9,5,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;9;10;9;9;9;9;8;10;7;5;5;4;0;4;9;0;1;4;4;6;5;8;5;9;9;4;4;4;4,0.9,7,,50.17081965757749,41.58527411887457,10.896957728227893,8.866620671362604,20.450396316427437,19.495407478478338,0.0,30.052697731284482,18.481826297767174,0.0,0.8333333333333334,0.8666666666666667,
5/27/2026 10:44,Male,21,Women,In a relationship,18,14,22,23,23,8,6,8,4,3,3,8,7,5,4,6,4,6,5,7,3,2,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;5;2;5;8;6;5;1;6;2;3;1;0;1;4;0;7;1;4;4;4;1;9;6;0;5;1;1;3;0,0.8,3,7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,5;0;1;2;8;3;8;6;1;7;1;1;0;1;1;4;2;0;6;1;3;0;1;0;5;5;0;7;2;0,0.8,2,,23.827053384331652,33.810782603035726,20.191051479519817,14.570533159225294,0.0,11.212834103072526,15.24474025071151,0.0,40.737154885437015,40.40585013466645,0.8333333333333334,0.8666666666666667,
